SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2647 Cascadia Ave S,Seattle,WA,98144,2785000,5,4.5,Seattle,6140,8050,1913,7,454,,Active,,,http://www.redfin.com/WA/Seattle/2647-Cascadia-Ave-S-98144/home/488632,NWMLS,1237292,N,Y,47.579006,-122.285909
MLS Listing,,Condo/Co-op,3104 Western Ave #103,Seattle,WA,98121,650000,1,1.5,Belltown,1109,25853,2008,7,586,730,Active,,,http://www.redfin.com/WA/Seattle/3104-Western-Ave-98121/unit-103/home/17382860,NWMLS,1236159,N,Y,47.6181731,-122.3560665
MLS Listing,,Single Family Residential,4810 28th Ave S,Seattle,WA,98108,879950,4,2.25,Beacon Hill,2818,5019,1961,7,312,,Active,,,http://www.redfin.com/WA/Seattle/4810-28th-Ave-S-98108/home/477989,NWMLS,1235215,N,Y,47.5593237,-122.296511
MLS Listing,,Single Family Residential,4316 NE 56th St,Seattle,WA,98105,1950000,4,3.25,Hawthorne Hills,3907,6400,2017,7,499,,Active,,,http://www.redfin.com/WA/Seattle/4316-NE-56th-St-98105/home/313965,NWMLS,1237173,N,Y,47.669667,-122.2813214
MLS Listing,,Single Family Residential,5224 39th Ave NE,Seattle,WA,98105,625000,2,2.0,Bryant,990,4000,1941,7,631,,Active,,,http://www.redfin.com/WA/Seattle/5224-39th-Ave-NE-98105/home/314548,NWMLS,1230123,N,Y,47.6677314,-122.2854129
MLS Listing,,Single Family Residential,10686 Marine View Drive Dr SW,Seattle,WA,98146,1095000,4,2.75,Arroyo,3080,11700,1942,7,356,,Active,,,http://www.redfin.com/WA/Seattle/10686-Marine-View-Dr-SW-98146/home/158399,NWMLS,1237017,N,Y,47.5067487,-122.3853916
MLS Listing,,Single Family Residential,910 NW 51st St Unit B,Seattle,WA,98107,559000,1,1.5,Ballard,760,816,2009,7,736,,Active,,,http://www.redfin.com/WA/Seattle/910-NW-51st-St-98107/unit-B/home/25674638,NWMLS,1235571,N,Y,47.666011,-122.369107
MLS Listing,,Condo/Co-op,417 E Pine St #310,Seattle,WA,98122,383200,1,1.0,Capitol Hill,592,17244,1919,7,647,446,Active,,,http://www.redfin.com/WA/Seattle/417-E-Pine-St-98122/unit-310/home/66268,NWMLS,1235643,N,Y,47.6149843,-122.3258128
MLS Listing,,Condo/Co-op,2600 2nd Ave #321,Seattle,WA,98121,350000,0,1.0,Belltown,469,,1993,8,746,381,Active,,,http://www.redfin.com/WA/Seattle/2600-2nd-Ave-98121/unit-321/home/28140,NWMLS,1237126,N,Y,47.6163328,-122.3491116
MLS Listing,,Single Family Residential,3718 48th Ave NE,Seattle,WA,98105,1950000,5,3.25,Laurelhurst,3874,8186,1975,8,503,,Active,,,http://www.redfin.com/WA/Seattle/3718-48th-Ave-NE-98105/home/122435,NWMLS,1236678,N,Y,47.6553203,-122.2750608
MLS Listing,,Condo/Co-op,1105 Spring St #801,Seattle,WA,98104,389000,1,1.0,First Hill,550,15360,1950,8,707,424,Active,,,http://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-801/home/11905732,NWMLS,1236754,N,Y,47.6099737,-122.3252597
MLS Listing,,Condo/Co-op,1521 2nd Ave #2100,Seattle,WA,98101,2900000,2,1.75,Seattle,1824,,2008,8,1590,1289,Active,,,http://www.redfin.com/WA/Seattle/116-Pike-St-98101/unit-2100/home/21616643,NWMLS,1234631,N,Y,47.6093556,-122.3395072
MLS Listing,,Single Family Residential,708 S Director St,Seattle,WA,98108,314950,2,1.0,South Park,580,6000,1951,8,543,,Active,,,http://www.redfin.com/WA/Seattle/708-S-Director-St-98108/home/477313,NWMLS,1236555,N,Y,47.5223808,-122.3251981
MLS Listing,,Townhouse,818 26th Ave S,Seattle,WA,98144,779000,3,2.5,Judkins,1705,2150,2007,8,457,,Active,,,http://www.redfin.com/WA/Seattle/818-26th-Ave-S-98144/home/12304358,NWMLS,1236447,N,Y,47.5949479,-122.2987869
MLS Listing,,Single Family Residential,7502 Ridge Dr NE,Seattle,WA,98115,1699950,5,2.75,Sand Point,3240,8118,1940,8,525,67,Active,,,http://www.redfin.com/WA/Seattle/7502-Ridge-Dr-NE-98115/home/321421,NWMLS,1233902,N,Y,47.6837146,-122.2749578
MLS Listing,,Single Family Residential,2343 44th Ave SW,Seattle,WA,98116,950000,4,2.5,West Seattle,2730,5750,1907,8,348,,Active,,,http://www.redfin.com/WA/Seattle/2343-44th-Ave-SW-98116/home/331351,NWMLS,1235101,N,Y,47.5817483,-122.3881219
MLS Listing,,Single Family Residential,1526 37th Ave E,Seattle,WA,98112,2389000,4,4.0,Madison Park,3886,4500,2008,8,615,,Active,,,http://www.redfin.com/WA/Seattle/1526-37th-Ave-E-98112/home/139492,NWMLS,1235190,N,Y,47.6330406,-122.2849791
MLS Listing,,Single Family Residential,518 N 80th St,Seattle,WA,98103,799000,4,1.75,Greenwood,2010,3774,1925,8,398,,Active,February-4-2018 11:00 AM,February-4-2018 02:00 PM,http://www.redfin.com/WA/Seattle/518-N-80th-St-98103/home/300257,NWMLS,1232891,N,Y,47.6871517,-122.3516044
MLS Listing,,Single Family Residential,1515 NE 97th St,Seattle,WA,98115,599000,3,1.0,Maple Leaf,1610,7666,1926,8,372,,Active,,,http://www.redfin.com/WA/Seattle/1515-NE-97th-St-98115/home/107278,NWMLS,1236270,N,Y,47.6992204,-122.3114587
MLS Listing,,Single Family Residential,4516 W Ruffner St,Seattle,WA,98199,1150000,4,2.25,Magnolia,2700,8600,1954,8,426,,Active,,,http://www.redfin.com/WA/Seattle/4516-W-Ruffner-St-98199/home/127893,NWMLS,1235850,N,Y,47.6531438,-122.4155448
MLS Listing,,Condo/Co-op,1321 Seneca St #607,Seattle,WA,98101,1165500,2,1.75,First Hill,1181,14401,2016,8,987,890,Active,February-3-2018 12:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/1321-Seneca-St-98101/unit-607/home/104202623,NWMLS,1233311,N,Y,47.6118796,-122.3230731
MLS Listing,,Single Family Residential,8005 17th Ave NW,Seattle,WA,98117,565500,2,1.0,Loyal Heights,900,4005,1925,9,628,,Active,,,http://www.redfin.com/WA/Seattle/8005-17th-Ave-NW-98117/home/166427,NWMLS,1236302,N,Y,47.6871337,-122.3792119
MLS Listing,,Condo/Co-op,2717 Western Ave #624,Seattle,WA,98121,545000,1,1.0,Belltown,692,,2001,9,788,364,Active,,,http://www.redfin.com/WA/Seattle/2717-Western-Ave-98121/unit-624/home/12006,NWMLS,1235481,N,Y,47.6151802,-122.352209
MLS Listing,,Multi-Family (2-4 Unit),5215 38th Ave SW,Seattle,WA,98126,1150000,8,4.0,Fairmount,3424,4801,1989,9,336,,Active,,,http://www.redfin.com/WA/Seattle/5215-38th-Ave-SW-98126/home/2065528,NWMLS,1234571,N,Y,47.5551123,-122.3806055
MLS Listing,,Townhouse,1742 12th Ave S Unit B,Seattle,WA,98144,749999,2,1.5,Beacon Hill,1477,884,2018,9,508,,Active,,,http://www.redfin.com/WA/Seattle/1742-12th-Ave-S-98144/unit-B/home/144758854,NWMLS,1236423,N,Y,47.5871641,-122.3172927
MLS Listing,,Moorage,2143 N Northlake Wy #14,Seattle,WA,98103,110000,0,,Lake Union,330,94962,1984,9,333,292,Active,,,http://www.redfin.com/WA/Seattle/2143-N-Northlake-Way-98103/unit-14/home/41729,NWMLS,1236093,N,Y,47.6471181,-122.3325615
MLS Listing,,Single Family Residential,4511 NE 38th St,Seattle,WA,98105,2195000,4,3.0,Laurelhurst,4044,9875,1938,9,543,,Active,,,http://www.redfin.com/WA/Seattle/4511-NE-38th-St-98105/home/122140,NWMLS,1235832,N,Y,47.655167,-122.27886
MLS Listing,,Single Family Residential,7505 Seward Park Ave S,Seattle,WA,98118,1249950,4,2.25,Seward Park,3900,14525,1939,10,321,,Active,February-2-2018 02:00 PM,February-2-2018 04:00 PM,http://www.redfin.com/WA/Seattle/7505-Seward-Park-Ave-S-98118/home/174863,NWMLS,1236058,N,Y,47.5351377,-122.2676272
MLS Listing,,Single Family Residential,5007 47th Ave S,Seattle,WA,98118,599950,4,1.0,Seward Park,2100,8196,1958,11,286,,Active,,,http://www.redfin.com/WA/Seattle/5007-47th-Ave-S-98118/home/490996,NWMLS,1235642,N,Y,47.5568517,-122.2747477
MLS Listing,,Multi-Family (2-4 Unit),8316 Wabash Ave S,Seattle,WA,98118,750000,7,4.0,Rainier Valley,3740,6000,1978,11,201,,Active,,,http://www.redfin.com/WA/Seattle/8316-Wabash-Ave-S-98118/home/2089767,NWMLS,1235634,N,Y,47.529122,-122.26901
MLS Listing,,Single Family Residential,11037 Palatine Ave N,Seattle,WA,98133,1495000,4,3.5,Broadview,3710,7560,2018,12,403,,Active,February-4-2018 01:00 PM,February-4-2018 04:00 PM,http://www.redfin.com/WA/Seattle/11037-Palatine-Ave-N-98133/home/96831,NWMLS,1235142,N,Y,47.709905,-122.3571106
MLS Listing,,Condo/Co-op,909 5th Ave #1400,Seattle,WA,98164,750000,1,1.0,Downtown,913,9525,2008,12,821,700,Active,February-3-2018 12:00 PM,February-3-2018 02:00 PM,http://www.redfin.com/WA/Seattle/909-5th-Ave-98164/unit-1400/home/17383170,NWMLS,1235950,N,Y,47.6062446,-122.3319929
MLS Listing,,Vacant Land,3040 S Ferdinand St,Seattle,WA,98108,320000,0,,Columbia City,,13200,,12,,,Active,,,http://www.redfin.com/WA/Seattle/3040-S-Ferdinand-St-98108/home/22089378,NWMLS,1235940,N,Y,47.558288,-122.2941553
MLS Listing,,Single Family Residential,809 N 47th St,Seattle,WA,98103,1350000,4,2.75,Fremont,3510,5000,1913,12,385,,Active,,,http://www.redfin.com/WA/Seattle/809-N-47th-St-98103/home/299653,NWMLS,1235910,N,Y,47.6626863,-122.348154
MLS Listing,,Other,1818 Westlake Ave N Unit D18,Seattle,WA,98109,160000,1,0.75,South Lake Union,240,1,1984,12,667,945,Active,,,http://www.redfin.com/WA/Seattle/1818-Westlake-Ave-N-98109/unit-D18/home/126552788,NWMLS,1235908,N,Y,47.6353769,-122.3397872
MLS Listing,,Single Family Residential,5202 36th Ave SW,Seattle,WA,98126,550000,4,1.0,Fairmount,2140,3000,1922,12,257,,Active,,,http://www.redfin.com/WA/Seattle/5202-36th-Ave-SW-98126/home/471473,NWMLS,1234383,N,Y,47.5554485,-122.3773067
MLS Listing,,Other,1080 W Ewing Place,Seattle,WA,98119,330000,3,0.75,Queen Anne,500,1,2007,12,660,650,Active,,,http://www.redfin.com/WA/Seattle/1080-W-Ewing-Pl-98119/unit-765/home/143847794,NWMLS,1235823,N,Y,47.655881,-122.369542
MLS Listing,,Single Family Residential,4427 30th Ave W,Seattle,WA,98199,1775000,4,3.5,Magnolia,3643,4000,2017,12,487,,Active,,,http://www.redfin.com/WA/Seattle/4427-30th-Ave-W-98199/home/106395563,NWMLS,1231469,N,Y,47.6608111,-122.3961123
MLS Listing,,Condo/Co-op,827 Hiawatha Place S #409,Seattle,WA,98144,395000,2,1.0,Judkins,858,,2009,12,460,363,Active,,,http://www.redfin.com/WA/Seattle/827-Hiawatha-Pl-S-98144/unit-409/home/28624798,NWMLS,1234829,N,Y,47.5951915,-122.3100111
MLS Listing,,Multi-Family (5+ Unit),1771 NW 59th St,Seattle,WA,98107,1695000,9,6.5,Ballard,4668,4200,1971,12,363,,Active,,,http://www.redfin.com/WA/Seattle/1771-NW-59th-St-98107/home/2064135,NWMLS,1233835,N,Y,47.6714842,-122.3818021
MLS Listing,,Single Family Residential,3738 W Commodore Wy,Seattle,WA,98199,1339000,3,3.5,Magnolia,2480,12005,1939,12,540,,Active,,,http://www.redfin.com/WA/Seattle/3738-W-Commodore-Way-98199/home/144727594,NWMLS,1235729,N,Y,47.6661072,-122.4075971
MLS Listing,,Townhouse,4022 A Martin Luther King Jr. Wy S,Seattle,WA,98108,729950,3,2.0,Columbia City,1720,1453,2018,12,424,,Active,,,http://www.redfin.com/WA/Seattle/4022-Martin-Luther-King-Junior-Way-S-98108/home/144727428,NWMLS,1235636,N,Y,47.567376,-122.2964185
MLS Listing,,Single Family Residential,8222 S 120th St,Seattle,WA,98178,650000,5,2.5,Bryn Mawr,2490,9450,1968,12,261,,Active,,,http://www.redfin.com/WA/Seattle/8222-S-120th-St-98178/home/199113,NWMLS,1234352,N,Y,47.496267,-122.22925
MLS Listing,,Single Family Residential,5510 30th Ave NE,Seattle,WA,98105,988000,3,1.75,Bryant,2157,4480,1930,12,458,,Active,,,http://www.redfin.com/WA/Seattle/5510-30th-Ave-NE-98105/home/312716,NWMLS,1234326,N,Y,47.6688722,-122.2947344
MLS Listing,,Single Family Residential,7551 S 120th St,Seattle,WA,98168,519000,4,1.75,Skyway,1640,6656,1944,13,316,,Active,,,http://www.redfin.com/WA/Seattle/7551-S-120th-St-98178/home/198919,NWMLS,1231934,N,Y,47.4958196,-122.2392796
MLS Listing,,Single Family Residential,18 W McGraw St,Seattle,WA,98119,1495000,4,3.0,Queen Anne,2480,3600,1906,13,603,,Active,,,http://www.redfin.com/WA/Seattle/18-W-McGraw-St-98119/home/129556,NWMLS,1235402,N,Y,47.639812,-122.3578581
MLS Listing,,Single Family Residential,10114 Holyoke Wy S,Seattle,WA,98178,905000,4,3.0,Rainier Beach,2227,12555,1909,13,406,,Active,,,http://www.redfin.com/WA/Seattle/10114-Holyoke-Way-S-98178/home/177300,NWMLS,1229751,N,Y,47.5105395,-122.2494157
MLS Listing,,Single Family Residential,7536 43rd Ave S Unit E,Seattle,WA,98118,635000,3,2.5,Brighton,1356,1084,2018,13,468,40,Active,,,http://www.redfin.com/WA/Seattle/7536-43rd-Ave-S-98118/unit-E/home/144721121,NWMLS,1235317,N,Y,47.5340782,-122.2790534
MLS Listing,,Condo/Co-op,3045 20th Ave W #310,Seattle,WA,98199,415000,2,1.0,Magnolia,708,12002,1988,13,586,359,Active,,,http://www.redfin.com/WA/Seattle/3045-20th-Ave-W-98199/unit-310/home/12306191,NWMLS,1233884,N,Y,47.6479081,-122.3823857
MLS Listing,,Single Family Residential,1000 14th Ave E,Seattle,WA,98112,7500000,7,6.25,Capitol Hill,12280,16874,1914,13,611,,Active,,,http://www.redfin.com/WA/Seattle/1000-14th-Ave-E-98112/home/135946,NWMLS,1233422,N,Y,47.6279077,-122.314183
MLS Listing,,Condo/Co-op,5650 24th Ave NW #210,Seattle,WA,98107,529950,1,1.0,Ballard,744,23600,2007,13,712,388,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/5650-24th-Ave-NW-98107/unit-210/home/12448304,NWMLS,1232562,N,Y,47.6698059,-122.3872012
MLS Listing,,Condo/Co-op,4530 Meridian Ave N Unit S-6,Seattle,WA,98103,338000,1,1.0,Wallingford,443,11967,1985,13,763,398,Active,,,http://www.redfin.com/WA/Seattle/4530-Meridian-Ave-N-98103/unit-S6/home/23378,NWMLS,1234391,N,Y,47.6624014,-122.3334088
MLS Listing,,Townhouse,1228 B 5th Ave N,Seattle,WA,98109,995950,2,2.0,Queen Anne,1398,801,2017,14,712,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/1228-5th-Ave-N-98109/home/132271,NWMLS,1235127,N,Y,47.6306687,-122.3472406
MLS Listing,,Single Family Residential,5332 S Kenyon St,Seattle,WA,98118,1750000,6,3.25,Seward Park,5150,34606,1907,14,340,,Active,,,http://www.redfin.com/WA/Seattle/5332-S-Kenyon-St-98118/home/489368,NWMLS,1235037,N,Y,47.5321435,-122.2648498
MLS Listing,,Single Family Residential,2820 NE 107th St,Seattle,WA,98125,549000,3,1.0,Meadowbrook,1170,6768,1963,14,469,,Active,,,http://www.redfin.com/WA/Seattle/2820-NE-107th-St-98125/home/112517,NWMLS,1234118,N,Y,47.7071011,-122.2969875
MLS Listing,,Single Family Residential,13743 1st Ave NW,Seattle,WA,98177,824950,5,3.0,Broadview,2180,6750,1991,14,378,,Active,,,http://www.redfin.com/WA/Seattle/13743-1st-Ave-NW-98177/home/96488,NWMLS,1234566,N,Y,47.7299444,-122.358566
MLS Listing,,Condo/Co-op,3650 26th Place W Unit 401A,Seattle,WA,98199,725000,2,1.5,Magnolia,1500,,1973,14,483,472,Active,,,http://www.redfin.com/WA/Seattle/3650-26th-Pl-W-98199/unit-401A/home/103953393,NWMLS,1234714,N,Y,47.6532076,-122.3896671
MLS Listing,,Vacant Land,50 35th Ave SW,Seattle,WA,98126,325000,0,,Fairmount,,4720,,14,,,Active,,,http://www.redfin.com/WA/Seattle/50-35th-Ave-SW-Unknown/home/144717027,NWMLS,1232412,N,Y,47.555866,-122.376612
MLS Listing,,Single Family Residential,3930 B S Brandon St Unit B,Seattle,WA,98118,729888,2,2.0,Columbia City,1699,1312,2018,14,430,,Active,,,http://www.redfin.com/WA/Seattle/3930-S-Brandon-St-98118/unit-B/home/144716796,NWMLS,1234682,N,Y,47.5534282,-122.2820849
MLS Listing,,Single Family Residential,3930 A S Brandon St Unit A,Seattle,WA,98118,749888,3,2.0,Columbia City,1735,1312,2018,14,432,,Active,,,http://www.redfin.com/WA/Seattle/3930-S-Brandon-St-98118/unit-A/home/144716746,NWMLS,1234672,N,Y,47.5534282,-122.2820849
MLS Listing,,Vacant Land,2358 S Angeline St,Seattle,WA,98108,850000,0,,Beacon Hill,,16040,,14,,,Active,,,http://www.redfin.com/WA/Seattle/2358-S-Angeline-St-98108/home/168952,NWMLS,1233004,N,Y,47.560889,-122.301894
MLS Listing,,Single Family Residential,9911 6th Ave SW,Seattle,WA,98106,709800,4,3.25,Seattle,2485,3004,2018,15,286,68,Active,January-31-2018 12:30 PM,January-31-2018 03:00 PM,http://www.redfin.com/WA/Seattle/9911-6th-Ave-SW-98106/home/144712314,NWMLS,1233967,N,Y,47.5141489,-122.3421309
MLS Listing,,Single Family Residential,8645 44th Ave S,Seattle,WA,98118,589000,5,2.75,Rainier Beach,2430,5012,1980,15,242,,Active,,,http://www.redfin.com/WA/Seattle/8645-44th-Ave-S-98118/home/479782,NWMLS,1233851,N,Y,47.5247727,-122.2782662
MLS Listing,,Condo/Co-op,588 Bell St Unit 1407S,Seattle,WA,98121,1625000,2,1.75,Downtown,1523,41847,2015,15,1067,1041,Active,,,http://www.redfin.com/WA/Seattle/588-Bell-St-98121/unit-1407S/home/144712217,NWMLS,1232848,N,Y,47.6164498,-122.3428091
MLS Listing,,Single Family Residential,1700 Magnolia Wy W,Seattle,WA,98199,1998000,4,3.0,Magnolia,3090,6780,1946,15,647,,Active,February-3-2018 12:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/1700-Magnolia-Way-W-98199/home/126499,NWMLS,1223908,N,Y,47.6341924,-122.3898444
MLS Listing,,Condo/Co-op,2607 Western Ave #257,Seattle,WA,98121,775000,1,1.5,Belltown,1131,28355,2002,16,685,729,Active,,,http://www.redfin.com/WA/Seattle/2607-Western-Ave-98121/unit-257/home/8595,NWMLS,1215973,N,Y,47.6147661,-122.3513007
MLS Listing,,Single Family Residential,1400 S 100th St Unit B,Seattle,WA,98168,620000,4,2.5,Glen Acres,1560,7800,1997,17,397,,Active,,,http://www.redfin.com/WA/Seattle/1400-S-100th-St-98168/unit-B/home/187294,NWMLS,1233781,N,Y,47.514077,-122.316366
MLS Listing,,Townhouse,7531 43rd Ave S,Seattle,WA,98118,549750,3,2.0,Brighton,1340,6331,2018,18,410,,Active,,,http://www.redfin.com/WA/Seattle/7531-43rd-Ave-S-98118/home/144700790,NWMLS,1233619,N,Y,47.5344501,-122.2791615
MLS Listing,,Townhouse,7529 43rd Ave S,Seattle,WA,98118,549750,3,2.0,Brighton,1340,6331,2017,18,410,,Active,,,http://www.redfin.com/WA/Seattle/7529-43rd-Ave-S-98118/home/144700778,NWMLS,1233612,N,Y,47.5344599,-122.2791644
MLS Listing,,Single Family Residential,3812 22nd Ave SW,Seattle,WA,98106,739950,3,2.0,Pigeon Point,1684,2941,2017,18,439,,Active,,,http://www.redfin.com/WA/Seattle/3812-22nd-Ave-SW-98106/home/144695824,NWMLS,1231565,N,Y,47.569841,-122.3611298
MLS Listing,,Single Family Residential,2350 Yale Ave E,Seattle,WA,98102,1750000,5,4.0,Seattle,2731,2504,1925,18,641,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/2350-Yale-Ave-E-98102/home/131987,NWMLS,1232969,N,Y,47.6411451,-122.3267541
MLS Listing,,Single Family Residential,3627 42nd Ave NE,Seattle,WA,98105,10000000,6,4.5,Laurelhurst,6860,37740,1921,19,1458,,Active,,,http://www.redfin.com/WA/Seattle/3627-42nd-Ave-NE-98105/home/122510,NWMLS,1233506,N,Y,47.6544973,-122.282088
MLS Listing,,Condo/Co-op,8816 Nesbit Ave N #11,Seattle,WA,98103,234000,0,1.0,Green Lake,353,,1988,19,663,179,Active,,,http://www.redfin.com/WA/Seattle/8816-Nesbit-Ave-N-98103/unit-11/home/12537579,NWMLS,1233287,N,Y,47.692887,-122.3431496
MLS Listing,,Single Family Residential,1543 NE 89th St,Seattle,WA,98115,975000,5,3.0,Maple Leaf,2820,6380,1931,19,346,,Active,,,http://www.redfin.com/WA/Seattle/1543-NE-89th-St-98115/home/107215,NWMLS,1232599,N,Y,47.6928425,-122.3103064
MLS Listing,,Single Family Residential,1616 E YESLER Wy,Seattle,WA,98122,925000,3,2.75,Central Area,2200,984,2015,19,420,,Active,,,http://www.redfin.com/WA/Seattle/1616-E-Yesler-Way-98122/home/101611862,NWMLS,1231360,N,Y,47.601857,-122.310754
MLS Listing,,Single Family Residential,7536 43rd Ave S Unit D,Seattle,WA,98118,624950,3,2.5,Brighton,1320,1152,2018,19,473,40,Active,,,http://www.redfin.com/WA/Seattle/7536-43rd-Ave-S-98118/unit-D/home/144673642,NWMLS,1233218,N,Y,47.5340782,-122.2790534
MLS Listing,,Single Family Residential,4718 8th Ave NE,Seattle,WA,98105,1298000,4,3.25,University District,1860,2828,2017,20,698,,Active,,,http://www.redfin.com/WA/Seattle/4718-8th-Ave-NE-98105/home/312033,NWMLS,1233158,N,Y,47.663704,-122.319221
MLS Listing,,Single Family Residential,4716 8th Ave NE,Seattle,WA,98105,1348000,4,3.25,University District,1860,1452,2017,20,725,,Active,,,http://www.redfin.com/WA/Seattle/4716-8th-Ave-NE-98105/home/143457216,NWMLS,1232684,N,Y,47.6637229,-122.3190863
MLS Listing,,Other,2143 N Northlake Wy #52,Seattle,WA,98103,75000,1,0.75,Lake Union,627,1,1984,20,120,,Active,,,http://www.redfin.com/WA/Seattle/2143-N-Northlake-Way-98103/unit-52/home/64145,NWMLS,1232339,N,Y,47.6471181,-122.3325615
MLS Listing,,Single Family Residential,9103 8th Ave S,Seattle,WA,98108,575000,3,2.75,South Park,3090,7274,1901,20,186,,Active,,,http://www.redfin.com/WA/Seattle/9103-8th-Ave-S-98108/home/477094,NWMLS,1232733,N,Y,47.5221138,-122.3234051
MLS Listing,,Single Family Residential,3907 S Warsaw St,Seattle,WA,98118,639000,3,2.25,Hillman City,1530,2500,2018,20,418,,Active,,,http://www.redfin.com/WA/Seattle/3907-S-Warsaw-St-98118/home/173099,NWMLS,1232640,N,Y,47.542984,-122.282915
MLS Listing,,Townhouse,912 NW 85th St,Seattle,WA,98117,698888,3,2.5,Crown Hill,1248,1354,2007,21,560,,Active,,,http://www.redfin.com/WA/Seattle/912-NW-85th-St-98117/home/101209,NWMLS,1231943,N,Y,47.6908223,-122.3688563
MLS Listing,,Multi-Family (5+ Unit),3306 Beach Dr SW,Seattle,WA,98116,4100000,11,11.0,Alki,7005,4413,1991,21,585,,Active,,,http://www.redfin.com/WA/Seattle/3306-Beach-Dr-SW-98116/home/2077452,NWMLS,1232294,N,Y,47.5750661,-122.4186163
MLS Listing,,Single Family Residential,2412 Magnolia Blvd W,Seattle,WA,98199,2580000,4,3.0,Magnolia,3790,5500,1927,21,681,,Active,,,http://www.redfin.com/WA/Seattle/2412-Magnolia-Blvd-W-98199/home/126319,NWMLS,1225304,N,Y,47.6401487,-122.4110412
MLS Listing,,Vacant Land,9410 51st Ave S,Seattle,WA,98118,299000,0,,Upper Rainier Beach,,8756,,21,,,Active,,,http://www.redfin.com/WA/Seattle/9410-51st-Ave-S-98118/home/176313,NWMLS,1232214,N,Y,47.5178428,-122.2696988
MLS Listing,,Multi-Family (5+ Unit),730 N 85th St,Seattle,WA,98103,6195000,6,6.0,Greenwood,17011,14625,1971,22,364,,Active,,,http://www.redfin.com/WA/Seattle/730-N-85th-St-98103/home/2085844,NWMLS,1232196,N,Y,47.6908188,-122.3483371
MLS Listing,,Single Family Residential,627 S 103rd St,Seattle,WA,98168,700000,2,,Glen Acres,1100,36255,1960,23,636,,Active,,,http://www.redfin.com/WA/Seattle/627-S-103rd-St-98168/home/187411,NWMLS,1230017,N,Y,47.5109959,-122.3251384
MLS Listing,,Townhouse,9165 45th Ave SW #3,Seattle,WA,98136,469888,2,1.75,Fauntleroy,1050,12348,1985,23,448,305,Active,,,http://www.redfin.com/WA/Seattle/9165-45th-Ave-SW-98136/unit-3/home/144480544,NWMLS,1229863,N,Y,47.5216944,-122.3905907
MLS Listing,,Single Family Residential,2828 Broadway E,Seattle,WA,98102,2386000,7,4.25,Roanoke Park,6397,5500,1909,23,373,,Active,,,http://www.redfin.com/WA/Seattle/2828-Broadway-E-98102/home/136555,NWMLS,1231408,N,Y,47.6464877,-122.3204369
